round,algorithm,seed,test_accuracy,round_train_seconds,matching_seconds,selected_clients,assignments,task_seeds,guidance_active,guidance_refreshed
506,FedPhoenixRG-Excess,1,62.11000061035156,8.997985300025903,0.0,"[34, 56, 77, 51, 11, 83, 57, 12, 46, 89]","[{""client_id"": 34, ""task_id"": 0}, {""client_id"": 56, ""task_id"": 1}, {""client_id"": 77, ""task_id"": 2}, {""client_id"": 51, ""task_id"": 3}, {""client_id"": 11, ""task_id"": 4}, {""client_id"": 83, ""task_id"": 5}, {""client_id"": 57, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 46, ""task_id"": 8}, {""client_id"": 89, ""task_id"": 9}]","[50701516, 50702513, 50703510, 50704507, 50705504, 50706501, 50707498, 50708495, 50709492, 50710489]",1,0
507,FedPhoenixRG-Excess,1,59.70000076293945,10.18216880003456,0.0,"[53, 62, 22, 12, 1, 26, 30, 93, 6, 46]","[{""client_id"": 53, ""task_id"": 0}, {""client_id"": 62, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 12, ""task_id"": 3}, {""client_id"": 1, ""task_id"": 4}, {""client_id"": 26, ""task_id"": 5}, {""client_id"": 30, ""task_id"": 6}, {""client_id"": 93, ""task_id"": 7}, {""client_id"": 6, ""task_id"": 8}, {""client_id"": 46, ""task_id"": 9}]","[50801519, 50802516, 50803513, 50804510, 50805507, 50806504, 50807501, 50808498, 50809495, 50810492]",1,0
508,FedPhoenixRG-Excess,1,70.91000366210938,8.870566900004633,0.0,"[49, 15, 1, 95, 74, 37, 39, 84, 0, 91]","[{""client_id"": 49, ""task_id"": 0}, {""client_id"": 15, ""task_id"": 1}, {""client_id"": 1, ""task_id"": 2}, {""client_id"": 95, ""task_id"": 3}, {""client_id"": 74, ""task_id"": 4}, {""client_id"": 37, ""task_id"": 5}, {""client_id"": 39, ""task_id"": 6}, {""client_id"": 84, ""task_id"": 7}, {""client_id"": 0, ""task_id"": 8}, {""client_id"": 91, ""task_id"": 9}]","[50901522, 50902519, 50903516, 50904513, 50905510, 50906507, 50907504, 50908501, 50909498, 50910495]",1,0
509,FedPhoenixRG-Excess,1,72.48999786376953,10.477426600002218,0.0,"[65, 99, 47, 19, 4, 87, 64, 28, 26, 27]","[{""client_id"": 65, ""task_id"": 0}, {""client_id"": 99, ""task_id"": 1}, {""client_id"": 47, ""task_id"": 2}, {""client_id"": 19, ""task_id"": 3}, {""client_id"": 4, ""task_id"": 4}, {""client_id"": 87, ""task_id"": 5}, {""client_id"": 64, ""task_id"": 6}, {""client_id"": 28, ""task_id"": 7}, {""client_id"": 26, ""task_id"": 8}, {""client_id"": 27, ""task_id"": 9}]","[51001525, 51002522, 51003519, 51004516, 51005513, 51006510, 51007507, 51008504, 51009501, 51010498]",1,0
510,FedPhoenixRG-Excess,1,73.93000030517578,8.709379299951252,0.0,"[38, 58, 15, 96, 8, 17, 18, 44, 27, 77]","[{""client_id"": 38, ""task_id"": 0}, {""client_id"": 58, ""task_id"": 1}, {""client_id"": 15, ""task_id"": 2}, {""client_id"": 96, ""task_id"": 3}, {""client_id"": 8, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 18, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 27, ""task_id"": 8}, {""client_id"": 77, ""task_id"": 9}]","[51101528, 51102525, 51103522, 51104519, 51105516, 51106513, 51107510, 51108507, 51109504, 51110501]",1,0
511,FedPhoenixRG-Excess,1,71.2699966430664,9.434967999986839,0.0,"[83, 66, 23, 74, 21, 5, 53, 54, 94, 67]","[{""client_id"": 83, ""task_id"": 0}, {""client_id"": 66, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 74, ""task_id"": 3}, {""client_id"": 21, ""task_id"": 4}, {""client_id"": 5, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 54, ""task_id"": 7}, {""client_id"": 94, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[51201531, 51202528, 51203525, 51204522, 51205519, 51206516, 51207513, 51208510, 51209507, 51210504]",1,0
512,FedPhoenixRG-Excess,1,69.80000305175781,10.59472300001653,0.0,"[28, 58, 95, 24, 99, 80, 43, 26, 10, 62]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 58, ""task_id"": 1}, {""client_id"": 95, ""task_id"": 2}, {""client_id"": 24, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 80, ""task_id"": 5}, {""client_id"": 43, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 10, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]","[51301534, 51302531, 51303528, 51304525, 51305522, 51306519, 51307516, 51308513, 51309510, 51310507]",1,0
513,FedPhoenixRG-Excess,1,71.69000244140625,9.794775100017432,0.0,"[89, 4, 75, 15, 16, 92, 70, 7, 21, 77]","[{""client_id"": 89, ""task_id"": 0}, {""client_id"": 4, ""task_id"": 1}, {""client_id"": 75, ""task_id"": 2}, {""client_id"": 15, ""task_id"": 3}, {""client_id"": 16, ""task_id"": 4}, {""client_id"": 92, ""task_id"": 5}, {""client_id"": 70, ""task_id"": 6}, {""client_id"": 7, ""task_id"": 7}, {""client_id"": 21, ""task_id"": 8}, {""client_id"": 77, ""task_id"": 9}]","[51401537, 51402534, 51403531, 51404528, 51405525, 51406522, 51407519, 51408516, 51409513, 51410510]",1,0
514,FedPhoenixRG-Excess,1,73.58000183105469,9.355593000014778,0.0,"[59, 45, 90, 0, 50, 15, 12, 80, 52, 87]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 90, ""task_id"": 2}, {""client_id"": 0, ""task_id"": 3}, {""client_id"": 50, ""task_id"": 4}, {""client_id"": 15, ""task_id"": 5}, {""client_id"": 12, ""task_id"": 6}, {""client_id"": 80, ""task_id"": 7}, {""client_id"": 52, ""task_id"": 8}, {""client_id"": 87, ""task_id"": 9}]","[51501540, 51502537, 51503534, 51504531, 51505528, 51506525, 51507522, 51508519, 51509516, 51510513]",1,0
515,FedPhoenixRG-Excess,1,77.72000122070312,11.683469100040384,0.0,"[64, 34, 14, 30, 92, 17, 73, 20, 7, 55]","[{""client_id"": 64, ""task_id"": 0}, {""client_id"": 34, ""task_id"": 1}, {""client_id"": 14, ""task_id"": 2}, {""client_id"": 30, ""task_id"": 3}, {""client_id"": 92, ""task_id"": 4}, {""client_id"": 17, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 20, ""task_id"": 7}, {""client_id"": 7, ""task_id"": 8}, {""client_id"": 55, ""task_id"": 9}]","[51601543, 51602540, 51603537, 51604534, 51605531, 51606528, 51607525, 51608522, 51609519, 51610516]",1,0
516,FedPhoenixRG-Excess,1,78.37000274658203,9.514941400033422,0.0,"[76, 47, 49, 39, 13, 12, 30, 31, 79, 63]","[{""client_id"": 76, ""task_id"": 0}, {""client_id"": 47, ""task_id"": 1}, {""client_id"": 49, ""task_id"": 2}, {""client_id"": 39, ""task_id"": 3}, {""client_id"": 13, ""task_id"": 4}, {""client_id"": 12, ""task_id"": 5}, {""client_id"": 30, ""task_id"": 6}, {""client_id"": 31, ""task_id"": 7}, {""client_id"": 79, ""task_id"": 8}, {""client_id"": 63, ""task_id"": 9}]","[51701546, 51702543, 51703540, 51704537, 51705534, 51706531, 51707528, 51708525, 51709522, 51710519]",1,0
517,FedPhoenixRG-Excess,1,77.47000122070312,10.462089299981017,0.0,"[71, 38, 14, 10, 83, 23, 8, 12, 81, 60]","[{""client_id"": 71, ""task_id"": 0}, {""client_id"": 38, ""task_id"": 1}, {""client_id"": 14, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 83, ""task_id"": 4}, {""client_id"": 23, ""task_id"": 5}, {""client_id"": 8, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 81, ""task_id"": 8}, {""client_id"": 60, ""task_id"": 9}]","[51801549, 51802546, 51803543, 51804540, 51805537, 51806534, 51807531, 51808528, 51809525, 51810522]",1,0
518,FedPhoenixRG-Excess,1,72.61000061035156,10.208735200052615,0.0,"[76, 78, 89, 17, 44, 5, 13, 41, 80, 27]","[{""client_id"": 76, ""task_id"": 0}, {""client_id"": 78, ""task_id"": 1}, {""client_id"": 89, ""task_id"": 2}, {""client_id"": 17, ""task_id"": 3}, {""client_id"": 44, ""task_id"": 4}, {""client_id"": 5, ""task_id"": 5}, {""client_id"": 13, ""task_id"": 6}, {""client_id"": 41, ""task_id"": 7}, {""client_id"": 80, ""task_id"": 8}, {""client_id"": 27, ""task_id"": 9}]","[51901552, 51902549, 51903546, 51904543, 51905540, 51906537, 51907534, 51908531, 51909528, 51910525]",1,0
519,FedPhoenixRG-Excess,1,76.29000091552734,9.159323500003666,0.0,"[28, 17, 48, 27, 44, 43, 38, 89, 10, 61]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 17, ""task_id"": 1}, {""client_id"": 48, ""task_id"": 2}, {""client_id"": 27, ""task_id"": 3}, {""client_id"": 44, ""task_id"": 4}, {""client_id"": 43, ""task_id"": 5}, {""client_id"": 38, ""task_id"": 6}, {""client_id"": 89, ""task_id"": 7}, {""client_id"": 10, ""task_id"": 8}, {""client_id"": 61, ""task_id"": 9}]","[52001555, 52002552, 52003549, 52004546, 52005543, 52006540, 52007537, 52008534, 52009531, 52010528]",1,0
520,FedPhoenixRG-Excess,1,78.91999816894531,8.756049599964172,0.0,"[33, 35, 76, 73, 27, 64, 2, 67, 4, 62]","[{""client_id"": 33, ""task_id"": 0}, {""client_id"": 35, ""task_id"": 1}, {""client_id"": 76, ""task_id"": 2}, {""client_id"": 73, ""task_id"": 3}, {""client_id"": 27, ""task_id"": 4}, {""client_id"": 64, ""task_id"": 5}, {""client_id"": 2, ""task_id"": 6}, {""client_id"": 67, ""task_id"": 7}, {""client_id"": 4, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]","[52101558, 52102555, 52103552, 52104549, 52105546, 52106543, 52107540, 52108537, 52109534, 52110531]",1,1
521,FedPhoenixRG-Excess,1,72.87999725341797,10.766425099980552,0.0,"[21, 65, 85, 55, 26, 2, 87, 32, 95, 76]","[{""client_id"": 21, ""task_id"": 0}, {""client_id"": 65, ""task_id"": 1}, {""client_id"": 85, ""task_id"": 2}, {""client_id"": 55, ""task_id"": 3}, {""client_id"": 26, ""task_id"": 4}, {""client_id"": 2, ""task_id"": 5}, {""client_id"": 87, ""task_id"": 6}, {""client_id"": 32, ""task_id"": 7}, {""client_id"": 95, ""task_id"": 8}, {""client_id"": 76, ""task_id"": 9}]","[52201561, 52202558, 52203555, 52204552, 52205549, 52206546, 52207543, 52208540, 52209537, 52210534]",1,0
522,FedPhoenixRG-Excess,1,71.08000183105469,10.59008900000481,0.0,"[1, 25, 27, 86, 15, 34, 49, 47, 54, 33]","[{""client_id"": 1, ""task_id"": 0}, {""client_id"": 25, ""task_id"": 1}, {""client_id"": 27, ""task_id"": 2}, {""client_id"": 86, ""task_id"": 3}, {""client_id"": 15, ""task_id"": 4}, {""client_id"": 34, ""task_id"": 5}, {""client_id"": 49, ""task_id"": 6}, {""client_id"": 47, ""task_id"": 7}, {""client_id"": 54, ""task_id"": 8}, {""client_id"": 33, ""task_id"": 9}]","[52301564, 52302561, 52303558, 52304555, 52305552, 52306549, 52307546, 52308543, 52309540, 52310537]",1,0
523,FedPhoenixRG-Excess,1,68.4000015258789,10.070588800008409,0.0,"[20, 93, 27, 92, 31, 0, 6, 46, 95, 26]","[{""client_id"": 20, ""task_id"": 0}, {""client_id"": 93, ""task_id"": 1}, {""client_id"": 27, ""task_id"": 2}, {""client_id"": 92, ""task_id"": 3}, {""client_id"": 31, ""task_id"": 4}, {""client_id"": 0, ""task_id"": 5}, {""client_id"": 6, ""task_id"": 6}, {""client_id"": 46, ""task_id"": 7}, {""client_id"": 95, ""task_id"": 8}, {""client_id"": 26, ""task_id"": 9}]","[52401567, 52402564, 52403561, 52404558, 52405555, 52406552, 52407549, 52408546, 52409543, 52410540]",1,0
524,FedPhoenixRG-Excess,1,78.05000305175781,8.213351399987005,0.0,"[67, 96, 90, 44, 94, 97, 74, 4, 45, 57]","[{""client_id"": 67, ""task_id"": 0}, {""client_id"": 96, ""task_id"": 1}, {""client_id"": 90, ""task_id"": 2}, {""client_id"": 44, ""task_id"": 3}, {""client_id"": 94, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 74, ""task_id"": 6}, {""client_id"": 4, ""task_id"": 7}, {""client_id"": 45, ""task_id"": 8}, {""client_id"": 57, ""task_id"": 9}]","[52501570, 52502567, 52503564, 52504561, 52505558, 52506555, 52507552, 52508549, 52509546, 52510543]",1,0
525,FedPhoenixRG-Excess,1,76.04000091552734,10.43783990002703,0.0,"[41, 10, 32, 22, 79, 97, 44, 24, 61, 25]","[{""client_id"": 41, ""task_id"": 0}, {""client_id"": 10, ""task_id"": 1}, {""client_id"": 32, ""task_id"": 2}, {""client_id"": 22, ""task_id"": 3}, {""client_id"": 79, ""task_id"": 4}, {""client_id"": 97, ""task_id"": 5}, {""client_id"": 44, ""task_id"": 6}, {""client_id"": 24, ""task_id"": 7}, {""client_id"": 61, ""task_id"": 8}, {""client_id"": 25, ""task_id"": 9}]","[52601573, 52602570, 52603567, 52604564, 52605561, 52606558, 52607555, 52608552, 52609549, 52610546]",1,0
526,FedPhoenixRG-Excess,1,77.5199966430664,11.403159099980257,0.0,"[39, 46, 12, 21, 27, 65, 33, 94, 56, 60]","[{""client_id"": 39, ""task_id"": 0}, {""client_id"": 46, ""task_id"": 1}, {""client_id"": 12, ""task_id"": 2}, {""client_id"": 21, ""task_id"": 3}, {""client_id"": 27, ""task_id"": 4}, {""client_id"": 65, ""task_id"": 5}, {""client_id"": 33, ""task_id"": 6}, {""client_id"": 94, ""task_id"": 7}, {""client_id"": 56, ""task_id"": 8}, {""client_id"": 60, ""task_id"": 9}]","[52701576, 52702573, 52703570, 52704567, 52705564, 52706561, 52707558, 52708555, 52709552, 52710549]",1,0
527,FedPhoenixRG-Excess,1,75.13999938964844,9.084587100020144,0.0,"[56, 66, 5, 2, 79, 70, 99, 82, 85, 96]","[{""client_id"": 56, ""task_id"": 0}, {""client_id"": 66, ""task_id"": 1}, {""client_id"": 5, ""task_id"": 2}, {""client_id"": 2, ""task_id"": 3}, {""client_id"": 79, ""task_id"": 4}, {""client_id"": 70, ""task_id"": 5}, {""client_id"": 99, ""task_id"": 6}, {""client_id"": 82, ""task_id"": 7}, {""client_id"": 85, ""task_id"": 8}, {""client_id"": 96, ""task_id"": 9}]","[52801579, 52802576, 52803573, 52804570, 52805567, 52806564, 52807561, 52808558, 52809555, 52810552]",1,0
528,FedPhoenixRG-Excess,1,76.54000091552734,8.588392100005876,0.0,"[68, 8, 43, 91, 90, 21, 6, 75, 79, 38]","[{""client_id"": 68, ""task_id"": 0}, {""client_id"": 8, ""task_id"": 1}, {""client_id"": 43, ""task_id"": 2}, {""client_id"": 91, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 21, ""task_id"": 5}, {""client_id"": 6, ""task_id"": 6}, {""client_id"": 75, ""task_id"": 7}, {""client_id"": 79, ""task_id"": 8}, {""client_id"": 38, ""task_id"": 9}]","[52901582, 52902579, 52903576, 52904573, 52905570, 52906567, 52907564, 52908561, 52909558, 52910555]",1,0
529,FedPhoenixRG-Excess,1,79.16999816894531,11.062526499968953,0.0,"[28, 7, 49, 94, 71, 59, 6, 57, 76, 27]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 7, ""task_id"": 1}, {""client_id"": 49, ""task_id"": 2}, {""client_id"": 94, ""task_id"": 3}, {""client_id"": 71, ""task_id"": 4}, {""client_id"": 59, ""task_id"": 5}, {""client_id"": 6, ""task_id"": 6}, {""client_id"": 57, ""task_id"": 7}, {""client_id"": 76, ""task_id"": 8}, {""client_id"": 27, ""task_id"": 9}]","[53001585, 53002582, 53003579, 53004576, 53005573, 53006570, 53007567, 53008564, 53009561, 53010558]",1,0
530,FedPhoenixRG-Excess,1,75.2699966430664,9.908212399983313,0.0,"[30, 3, 31, 76, 90, 95, 29, 15, 33, 71]","[{""client_id"": 30, ""task_id"": 0}, {""client_id"": 3, ""task_id"": 1}, {""client_id"": 31, ""task_id"": 2}, {""client_id"": 76, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 29, ""task_id"": 6}, {""client_id"": 15, ""task_id"": 7}, {""client_id"": 33, ""task_id"": 8}, {""client_id"": 71, ""task_id"": 9}]","[53101588, 53102585, 53103582, 53104579, 53105576, 53106573, 53107570, 53108567, 53109564, 53110561]",1,0
531,FedPhoenixRG-Excess,1,68.69999694824219,10.011373899993487,0.0,"[37, 4, 86, 80, 81, 95, 5, 54, 55, 38]","[{""client_id"": 37, ""task_id"": 0}, {""client_id"": 4, ""task_id"": 1}, {""client_id"": 86, ""task_id"": 2}, {""client_id"": 80, ""task_id"": 3}, {""client_id"": 81, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 5, ""task_id"": 6}, {""client_id"": 54, ""task_id"": 7}, {""client_id"": 55, ""task_id"": 8}, {""client_id"": 38, ""task_id"": 9}]","[53201591, 53202588, 53203585, 53204582, 53205579, 53206576, 53207573, 53208570, 53209567, 53210564]",1,0
532,FedPhoenixRG-Excess,1,69.54000091552734,12.37732629996026,0.0,"[57, 0, 58, 14, 99, 1, 91, 29, 65, 61]","[{""client_id"": 57, ""task_id"": 0}, {""client_id"": 0, ""task_id"": 1}, {""client_id"": 58, ""task_id"": 2}, {""client_id"": 14, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 1, ""task_id"": 5}, {""client_id"": 91, ""task_id"": 6}, {""client_id"": 29, ""task_id"": 7}, {""client_id"": 65, ""task_id"": 8}, {""client_id"": 61, ""task_id"": 9}]","[53301594, 53302591, 53303588, 53304585, 53305582, 53306579, 53307576, 53308573, 53309570, 53310567]",1,0
533,FedPhoenixRG-Excess,1,76.43000030517578,9.982130800024606,0.0,"[20, 17, 2, 97, 27, 0, 11, 44, 3, 98]","[{""client_id"": 20, ""task_id"": 0}, {""client_id"": 17, ""task_id"": 1}, {""client_id"": 2, ""task_id"": 2}, {""client_id"": 97, ""task_id"": 3}, {""client_id"": 27, ""task_id"": 4}, {""client_id"": 0, ""task_id"": 5}, {""client_id"": 11, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 3, ""task_id"": 8}, {""client_id"": 98, ""task_id"": 9}]","[53401597, 53402594, 53403591, 53404588, 53405585, 53406582, 53407579, 53408576, 53409573, 53410570]",1,0
534,FedPhoenixRG-Excess,1,76.23999786376953,12.105154399992898,0.0,"[30, 7, 13, 25, 81, 20, 4, 17, 58, 88]","[{""client_id"": 30, ""task_id"": 0}, {""client_id"": 7, ""task_id"": 1}, {""client_id"": 13, ""task_id"": 2}, {""client_id"": 25, ""task_id"": 3}, {""client_id"": 81, ""task_id"": 4}, {""client_id"": 20, ""task_id"": 5}, {""client_id"": 4, ""task_id"": 6}, {""client_id"": 17, ""task_id"": 7}, {""client_id"": 58, ""task_id"": 8}, {""client_id"": 88, ""task_id"": 9}]","[53501600, 53502597, 53503594, 53504591, 53505588, 53506585, 53507582, 53508579, 53509576, 53510573]",1,0
535,FedPhoenixRG-Excess,1,75.08000183105469,9.72284259996377,0.0,"[61, 9, 73, 10, 91, 71, 60, 64, 99, 86]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 9, ""task_id"": 1}, {""client_id"": 73, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 91, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 60, ""task_id"": 6}, {""client_id"": 64, ""task_id"": 7}, {""client_id"": 99, ""task_id"": 8}, {""client_id"": 86, ""task_id"": 9}]","[53601603, 53602600, 53603597, 53604594, 53605591, 53606588, 53607585, 53608582, 53609579, 53610576]",1,0
536,FedPhoenixRG-Excess,1,79.80999755859375,9.071563399978913,0.0,"[9, 88, 62, 2, 74, 7, 66, 15, 8, 22]","[{""client_id"": 9, ""task_id"": 0}, {""client_id"": 88, ""task_id"": 1}, {""client_id"": 62, ""task_id"": 2}, {""client_id"": 2, ""task_id"": 3}, {""client_id"": 74, ""task_id"": 4}, {""client_id"": 7, ""task_id"": 5}, {""client_id"": 66, ""task_id"": 6}, {""client_id"": 15, ""task_id"": 7}, {""client_id"": 8, ""task_id"": 8}, {""client_id"": 22, ""task_id"": 9}]","[53701606, 53702603, 53703600, 53704597, 53705594, 53706591, 53707588, 53708585, 53709582, 53710579]",1,0
537,FedPhoenixRG-Excess,1,78.87999725341797,9.824839900014922,0.0,"[0, 85, 36, 35, 61, 39, 10, 80, 27, 67]","[{""client_id"": 0, ""task_id"": 0}, {""client_id"": 85, ""task_id"": 1}, {""client_id"": 36, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 61, ""task_id"": 4}, {""client_id"": 39, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 80, ""task_id"": 7}, {""client_id"": 27, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[53801609, 53802606, 53803603, 53804600, 53805597, 53806594, 53807591, 53808588, 53809585, 53810582]",1,0
538,FedPhoenixRG-Excess,1,79.72000122070312,9.489267400000244,0.0,"[61, 73, 82, 39, 27, 62, 53, 2, 36, 67]","[{""client_id"": 61, ""task_id"": 0}, {""client_id"": 73, ""task_id"": 1}, {""client_id"": 82, ""task_id"": 2}, {""client_id"": 39, ""task_id"": 3}, {""client_id"": 27, ""task_id"": 4}, {""client_id"": 62, ""task_id"": 5}, {""client_id"": 53, ""task_id"": 6}, {""client_id"": 2, ""task_id"": 7}, {""client_id"": 36, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[53901612, 53902609, 53903606, 53904603, 53905600, 53906597, 53907594, 53908591, 53909588, 53910585]",1,0
539,FedPhoenixRG-Excess,1,80.25,10.509304100007284,0.0,"[41, 98, 14, 33, 80, 20, 52, 1, 50, 74]","[{""client_id"": 41, ""task_id"": 0}, {""client_id"": 98, ""task_id"": 1}, {""client_id"": 14, ""task_id"": 2}, {""client_id"": 33, ""task_id"": 3}, {""client_id"": 80, ""task_id"": 4}, {""client_id"": 20, ""task_id"": 5}, {""client_id"": 52, ""task_id"": 6}, {""client_id"": 1, ""task_id"": 7}, {""client_id"": 50, ""task_id"": 8}, {""client_id"": 74, ""task_id"": 9}]","[54001615, 54002612, 54003609, 54004606, 54005603, 54006600, 54007597, 54008594, 54009591, 54010588]",1,0
540,FedPhoenixRG-Excess,1,68.45999908447266,9.1947670999798,0.0,"[38, 45, 85, 42, 59, 31, 65, 93, 13, 94]","[{""client_id"": 38, ""task_id"": 0}, {""client_id"": 45, ""task_id"": 1}, {""client_id"": 85, ""task_id"": 2}, {""client_id"": 42, ""task_id"": 3}, {""client_id"": 59, ""task_id"": 4}, {""client_id"": 31, ""task_id"": 5}, {""client_id"": 65, ""task_id"": 6}, {""client_id"": 93, ""task_id"": 7}, {""client_id"": 13, ""task_id"": 8}, {""client_id"": 94, ""task_id"": 9}]","[54101618, 54102615, 54103612, 54104609, 54105606, 54106603, 54107600, 54108597, 54109594, 54110591]",1,1
541,FedPhoenixRG-Excess,1,66.63999938964844,8.647965600015596,0.0,"[53, 35, 92, 25, 2, 90, 64, 30, 26, 86]","[{""client_id"": 53, ""task_id"": 0}, {""client_id"": 35, ""task_id"": 1}, {""client_id"": 92, ""task_id"": 2}, {""client_id"": 25, ""task_id"": 3}, {""client_id"": 2, ""task_id"": 4}, {""client_id"": 90, ""task_id"": 5}, {""client_id"": 64, ""task_id"": 6}, {""client_id"": 30, ""task_id"": 7}, {""client_id"": 26, ""task_id"": 8}, {""client_id"": 86, ""task_id"": 9}]","[54201621, 54202618, 54203615, 54204612, 54205609, 54206606, 54207603, 54208600, 54209597, 54210594]",1,0
542,FedPhoenixRG-Excess,1,72.6500015258789,10.082503399986308,0.0,"[21, 5, 76, 83, 43, 82, 89, 56, 30, 65]","[{""client_id"": 21, ""task_id"": 0}, {""client_id"": 5, ""task_id"": 1}, {""client_id"": 76, ""task_id"": 2}, {""client_id"": 83, ""task_id"": 3}, {""client_id"": 43, ""task_id"": 4}, {""client_id"": 82, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 56, ""task_id"": 7}, {""client_id"": 30, ""task_id"": 8}, {""client_id"": 65, ""task_id"": 9}]","[54301624, 54302621, 54303618, 54304615, 54305612, 54306609, 54307606, 54308603, 54309600, 54310597]",1,0
543,FedPhoenixRG-Excess,1,73.69999694824219,10.945456999994349,0.0,"[4, 6, 67, 89, 65, 68, 79, 51, 15, 2]","[{""client_id"": 4, ""task_id"": 0}, {""client_id"": 6, ""task_id"": 1}, {""client_id"": 67, ""task_id"": 2}, {""client_id"": 89, ""task_id"": 3}, {""client_id"": 65, ""task_id"": 4}, {""client_id"": 68, ""task_id"": 5}, {""client_id"": 79, ""task_id"": 6}, {""client_id"": 51, ""task_id"": 7}, {""client_id"": 15, ""task_id"": 8}, {""client_id"": 2, ""task_id"": 9}]","[54401627, 54402624, 54403621, 54404618, 54405615, 54406612, 54407609, 54408606, 54409603, 54410600]",1,0
544,FedPhoenixRG-Excess,1,71.19999694824219,8.709647200012114,0.0,"[64, 1, 44, 74, 52, 95, 92, 70, 93, 45]","[{""client_id"": 64, ""task_id"": 0}, {""client_id"": 1, ""task_id"": 1}, {""client_id"": 44, ""task_id"": 2}, {""client_id"": 74, ""task_id"": 3}, {""client_id"": 52, ""task_id"": 4}, {""client_id"": 95, ""task_id"": 5}, {""client_id"": 92, ""task_id"": 6}, {""client_id"": 70, ""task_id"": 7}, {""client_id"": 93, ""task_id"": 8}, {""client_id"": 45, ""task_id"": 9}]","[54501630, 54502627, 54503624, 54504621, 54505618, 54506615, 54507612, 54508609, 54509606, 54510603]",1,0
545,FedPhoenixRG-Excess,1,75.33999633789062,10.886251199990511,0.0,"[79, 55, 88, 63, 65, 96, 89, 20, 61, 77]","[{""client_id"": 79, ""task_id"": 0}, {""client_id"": 55, ""task_id"": 1}, {""client_id"": 88, ""task_id"": 2}, {""client_id"": 63, ""task_id"": 3}, {""client_id"": 65, ""task_id"": 4}, {""client_id"": 96, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 20, ""task_id"": 7}, {""client_id"": 61, ""task_id"": 8}, {""client_id"": 77, ""task_id"": 9}]","[54601633, 54602630, 54603627, 54604624, 54605621, 54606618, 54607615, 54608612, 54609609, 54610606]",1,0
546,FedPhoenixRG-Excess,1,72.38999938964844,10.169721300015226,0.0,"[37, 29, 20, 53, 15, 75, 87, 40, 69, 85]","[{""client_id"": 37, ""task_id"": 0}, {""client_id"": 29, ""task_id"": 1}, {""client_id"": 20, ""task_id"": 2}, {""client_id"": 53, ""task_id"": 3}, {""client_id"": 15, ""task_id"": 4}, {""client_id"": 75, ""task_id"": 5}, {""client_id"": 87, ""task_id"": 6}, {""client_id"": 40, ""task_id"": 7}, {""client_id"": 69, ""task_id"": 8}, {""client_id"": 85, ""task_id"": 9}]","[54701636, 54702633, 54703630, 54704627, 54705624, 54706621, 54707618, 54708615, 54709612, 54710609]",1,0
